old_canonical_pair_key,il_smiles,chemical_identity_key,identity_status,matched_benchmark_IL_names,identity_error
Cn1cc[n+](CCO)c1||CCCCCC(=O)[O-],Cn1cc[n+](CCO)c1.CCCCCC(=O)[O-],ZGZLRWJZGFRHHQ-UHFFFAOYSA-N||FUZZWVXGSFPDMH-UHFFFAOYSA-M,genuinely_unseen_identity,,
Cn1cc[n+](CCO)c1||CCCCCCCC(=O)[O-],Cn1cc[n+](CCO)c1.CCCCCCCC(=O)[O-],ZGZLRWJZGFRHHQ-UHFFFAOYSA-N||WWZKQHOCKIZLMA-UHFFFAOYSA-M,genuinely_unseen_identity,,
Cn1cc[n+](CCO)c1||C[C@@H](O)[C@H](N)C(=O)[O-],Cn1cc[n+](CCO)c1.C[C@@H](O)[C@H](N)C(=O)[O-],ZGZLRWJZGFRHHQ-UHFFFAOYSA-N||AYFVYJQAPQTCCC-GBXIJSLDSA-M,genuinely_unseen_identity,,
CCCCCCCCCC[n+]1ccn(C)c1||O=S(=O)([O-])C(F)(F)F,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,LDVVBLGHGCHZBJ-UHFFFAOYSA-N||ITMCEJHCFYSIIV-UHFFFAOYSA-M,pseudo_unseen_known_identity,1-decyl-3-methylimidazolium trifluoromethansulfate,
CCCCCCCCCC[n+]1ccn(C)c1||N#C[S-],CCCCCCCCCC[n+]1ccn(C)c1.N#C[S-],LDVVBLGHGCHZBJ-UHFFFAOYSA-N||ZMZDMBWJUHKJPS-UHFFFAOYSA-M,pseudo_unseen_known_identity,3-decyl-1-methyl-1H-imidazolium thiocyanate,
CCCCCCCCCC[n+]1ccn(C)c1||O=C([O-])C(F)(F)F,CCCCCCCCCC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,LDVVBLGHGCHZBJ-UHFFFAOYSA-N||DTQVDTLACAAQTR-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCCCCCC[n+]1ccn(C)c1||O=S(=O)(F)[N-]S(=O)(=O)F,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,LDVVBLGHGCHZBJ-UHFFFAOYSA-N||NVIANCROYQGROD-UHFFFAOYSA-N,genuinely_unseen_identity,,
CCCCCCCCCC[n+]1ccn(C)c1||O=S(=O)([O-])O,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])O,LDVVBLGHGCHZBJ-UHFFFAOYSA-N||QAOWNCQODCNURD-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCCCCCC[n+]1ccn(C)c1||FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCCCCCCCCC[n+]1ccn(C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,LDVVBLGHGCHZBJ-UHFFFAOYSA-N||OXDZSRZJFHVGGS-UHFFFAOYSA-N,genuinely_unseen_identity,,
CCCCCCCCCC[n+]1ccn(C)c1||O=C[O-],CCCCCCCCCC[n+]1ccn(C)c1.O=C[O-],LDVVBLGHGCHZBJ-UHFFFAOYSA-N||BDAGIHXWWSANSR-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCCCCCC[n+]1ccn(C)c1||O=[N+]([O-])[O-],CCCCCCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],LDVVBLGHGCHZBJ-UHFFFAOYSA-N||NHNBFGGVMKEFGY-UHFFFAOYSA-N,genuinely_unseen_identity,,
CCCCCCCCCC[n+]1ccn(C)c1||COS(=O)(=O)[O-],CCCCCCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],LDVVBLGHGCHZBJ-UHFFFAOYSA-N||JZMJDSHXVKJFKW-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCCCCCC[n+]1ccn(C)c1||CCOS(=O)(=O)[O-],CCCCCCCCCC[n+]1ccn(C)c1.C(C)OS(=O)(=O)[O-],LDVVBLGHGCHZBJ-UHFFFAOYSA-N||KIWBPDUYBMNFTB-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCCCCCC[n+]1ccn(C)c1||CS(=O)(=O)[O-],CCCCCCCCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],LDVVBLGHGCHZBJ-UHFFFAOYSA-N||AFVFQIVMOAPDHO-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCCCCCC[n+]1ccn(C)c1||O=[N+]([O-])c1cn[n-]c1,CCCCCCCCCC[n+]1ccn(C)c1.O=[N+]([O-])c1cn[n-]c1,LDVVBLGHGCHZBJ-UHFFFAOYSA-N||IDGLPDIIVPZHRB-UHFFFAOYSA-N,genuinely_unseen_identity,,
CCCCCCCCCC[n+]1ccn(C)c1||N#C[C-](C#N)C#N,CCCCCCCCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,LDVVBLGHGCHZBJ-UHFFFAOYSA-N||CXERBOODJDWFQL-UHFFFAOYSA-N,pseudo_unseen_known_identity,3-decyl-1-methylimidazolium tricyanomethanide,
CCCCCCCCCC[n+]1ccn(C)c1||CCCC(=O)[O-],CCCCCCCCCC[n+]1ccn(C)c1.CCCC(=O)[O-],LDVVBLGHGCHZBJ-UHFFFAOYSA-N||FERIUCNNQQJTOY-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCCCCCC[n+]1ccn(C)c1||C[C@H](N)C(=O)[O-],CCCCCCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],LDVVBLGHGCHZBJ-UHFFFAOYSA-N||QNAYBMKLOCPYGJ-REOHCLBHSA-M,genuinely_unseen_identity,,
CCCCCCCCCC[n+]1ccn(C)c1||NCC(=O)[O-],CCCCCCCCCC[n+]1ccn(C)c1.NCC(=O)[O-],LDVVBLGHGCHZBJ-UHFFFAOYSA-N||DHMQDGOQFOQNFH-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCCCCCC[n+]1ccn(C)c1||CC(O)C(=O)[O-],CCCCCCCCCC[n+]1ccn(C)c1.CC(O)C(=O)[O-],LDVVBLGHGCHZBJ-UHFFFAOYSA-N||JVTAAEKCZFNVCJ-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCCCCCC[n+]1ccn(C)c1||CCC(=O)[O-],CCCCCCCCCC[n+]1ccn(C)c1.CCC(=O)[O-],LDVVBLGHGCHZBJ-UHFFFAOYSA-N||XBDQKXXYIPTUBI-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCCCCCC[n+]1ccn(C)c1||CCCCCC(=O)[O-],CCCCCCCCCC[n+]1ccn(C)c1.CCCCCC(=O)[O-],LDVVBLGHGCHZBJ-UHFFFAOYSA-N||FUZZWVXGSFPDMH-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCCCCCC[n+]1ccn(C)c1||CCCCCCCC(=O)[O-],CCCCCCCCCC[n+]1ccn(C)c1.CCCCCCCC(=O)[O-],LDVVBLGHGCHZBJ-UHFFFAOYSA-N||WWZKQHOCKIZLMA-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCCCCCC[n+]1ccn(C)c1||C[C@@H](O)[C@H](N)C(=O)[O-],CCCCCCCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],LDVVBLGHGCHZBJ-UHFFFAOYSA-N||AYFVYJQAPQTCCC-GBXIJSLDSA-M,genuinely_unseen_identity,,
CCCCCCn1cc[n+](C)c1||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C(CCCCC)N1C=[N+](C=C1)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,RVEJOWGVUQQIIZ-UHFFFAOYSA-N||NHHWJSXMTZIPES-UHFFFAOYSA-N,pseudo_unseen_known_identity,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,
CCCCCCn1cc[n+](C)c1||F[B-](F)(F)F,C(CCCCC)N1C=[N+](C=C1)C.F[B-](F)(F)F,RVEJOWGVUQQIIZ-UHFFFAOYSA-N||ODGCEQLVLXJUCC-UHFFFAOYSA-N,pseudo_unseen_known_identity,1-hexyl-3-methylimidazolium tetrafluoroborate,
CCCCCCn1cc[n+](C)c1||[Br-],C(CCCCC)N1C=[N+](C=C1)C.[Br-],RVEJOWGVUQQIIZ-UHFFFAOYSA-N||CPELXLSAUQHCOX-UHFFFAOYSA-M,pseudo_unseen_known_identity,1-hexyl-3-methyl-1H-imidazolium bromide,
CCCCCCn1cc[n+](C)c1||O=S(=O)([O-])C(F)(F)F,C(CCCCC)N1C=[N+](C=C1)C.O=S(=O)([O-])C(F)(F)F,RVEJOWGVUQQIIZ-UHFFFAOYSA-N||ITMCEJHCFYSIIV-UHFFFAOYSA-M,pseudo_unseen_known_identity,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,
CCCCCCn1cc[n+](C)c1||[Cl-],C(CCCCC)N1C=[N+](C=C1)C.[Cl-],RVEJOWGVUQQIIZ-UHFFFAOYSA-N||VEXZGXHMUGYJMC-UHFFFAOYSA-M,pseudo_unseen_known_identity,1-hexyl-3-methylimidazolium chloride,
CCCCCCn1cc[n+](C)c1||N#C[N-]C#N,C(CCCCC)N1C=[N+](C=C1)C.N#C[N-]C#N,RVEJOWGVUQQIIZ-UHFFFAOYSA-N||UKDLHLAPDXIAID-UHFFFAOYSA-N,pseudo_unseen_known_identity,1-hexyl-3-methylimidazolium dicyanamide,
CCCCCCn1cc[n+](C)c1||F[P-](F)(F)(F)(F)F,C(CCCCC)N1C=[N+](C=C1)C.F[P-](F)(F)(F)(F)F,RVEJOWGVUQQIIZ-UHFFFAOYSA-N||LJQLCJWAZJINEB-UHFFFAOYSA-N,pseudo_unseen_known_identity,1-hexyl-3-methylimidazolium hexafluorophosphate,
CCCCCCn1cc[n+](C)c1||N#C[S-],C(CCCCC)N1C=[N+](C=C1)C.N#C[S-],RVEJOWGVUQQIIZ-UHFFFAOYSA-N||ZMZDMBWJUHKJPS-UHFFFAOYSA-M,pseudo_unseen_known_identity,1-hexyl-3-methylimidazolium thiocyanate,
CCCCCCn1cc[n+](C)c1||O=C([O-])C(F)(F)F,C(CCCCC)N1C=[N+](C=C1)C.O=C([O-])C(F)(F)F,RVEJOWGVUQQIIZ-UHFFFAOYSA-N||DTQVDTLACAAQTR-UHFFFAOYSA-M,pseudo_unseen_known_identity,1-hexyl-3-methylimidazolium trifluoroacetate,
CCCCCCn1cc[n+](C)c1||O=S(=O)(F)[N-]S(=O)(=O)F,C(CCCCC)N1C=[N+](C=C1)C.O=S(=O)(F)[N-]S(=O)(=O)F,RVEJOWGVUQQIIZ-UHFFFAOYSA-N||NVIANCROYQGROD-UHFFFAOYSA-N,genuinely_unseen_identity,,
CCCCCCn1cc[n+](C)c1||O=C[O-],C(CCCCC)N1C=[N+](C=C1)C.O=C[O-],RVEJOWGVUQQIIZ-UHFFFAOYSA-N||BDAGIHXWWSANSR-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCCn1cc[n+](C)c1||O=[N+]([O-])[O-],C(CCCCC)N1C=[N+](C=C1)C.O=[N+]([O-])[O-],RVEJOWGVUQQIIZ-UHFFFAOYSA-N||NHNBFGGVMKEFGY-UHFFFAOYSA-N,pseudo_unseen_known_identity,1-hexyl-3-methylimidazolium nitrate,
CCCCCCn1cc[n+](C)c1||CS(=O)(=O)[O-],C(CCCCC)N1C=[N+](C=C1)C.CS(=O)(=O)[O-],RVEJOWGVUQQIIZ-UHFFFAOYSA-N||AFVFQIVMOAPDHO-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCCn1cc[n+](C)c1||O=[N+]([O-])c1cn[n-]c1,C(CCCCC)N1C=[N+](C=C1)C.O=[N+]([O-])c1cn[n-]c1,RVEJOWGVUQQIIZ-UHFFFAOYSA-N||IDGLPDIIVPZHRB-UHFFFAOYSA-N,pseudo_unseen_known_identity,1-hexyl-3-methylimidazolium 4-nitropyrazolide,
CCCCCCn1cc[n+](C)c1||CCCC(=O)[O-],C(CCCCC)N1C=[N+](C=C1)C.CCCC(=O)[O-],RVEJOWGVUQQIIZ-UHFFFAOYSA-N||FERIUCNNQQJTOY-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCCn1cc[n+](C)c1||C[C@H](N)C(=O)[O-],C(CCCCC)N1C=[N+](C=C1)C.C[C@H](N)C(=O)[O-],RVEJOWGVUQQIIZ-UHFFFAOYSA-N||QNAYBMKLOCPYGJ-REOHCLBHSA-M,genuinely_unseen_identity,,
CCCCCCn1cc[n+](C)c1||N#C[B-](C#N)(C#N)C#N,C(CCCCC)N1C=[N+](C=C1)C.N#C[B-](C#N)(C#N)C#N,RVEJOWGVUQQIIZ-UHFFFAOYSA-N||KDCFMDHINPOTEA-UHFFFAOYSA-N,pseudo_unseen_known_identity,1-hexyl-3-methylimidazolium tetracyanoborate,
CCCCCCn1cc[n+](C)c1||NCC(=O)[O-],C(CCCCC)N1C=[N+](C=C1)C.NCC(=O)[O-],RVEJOWGVUQQIIZ-UHFFFAOYSA-N||DHMQDGOQFOQNFH-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCCn1cc[n+](C)c1||O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)N1C=[N+](C=C1)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,RVEJOWGVUQQIIZ-UHFFFAOYSA-N||SLSPYQCCSCAKIB-UHFFFAOYSA-N,pseudo_unseen_known_identity,1-hexyl-3-methylimidazolium bis(perfluoroethylsulfonyl)imide,
CCCCCCn1cc[n+](C)c1||CC(O)C(=O)[O-],C(CCCCC)N1C=[N+](C=C1)C.CC(O)C(=O)[O-],RVEJOWGVUQQIIZ-UHFFFAOYSA-N||JVTAAEKCZFNVCJ-UHFFFAOYSA-M,pseudo_unseen_known_identity,1-hexyl-3-methylimidazolium lactate,
CCCCCCn1cc[n+](C)c1||CCC(=O)[O-],C(CCCCC)N1C=[N+](C=C1)C.CCC(=O)[O-],RVEJOWGVUQQIIZ-UHFFFAOYSA-N||XBDQKXXYIPTUBI-UHFFFAOYSA-M,pseudo_unseen_known_identity,1-hexyl-3-methylimidazolium propanoate,
CCCCCCn1cc[n+](C)c1||CCCCCC(=O)[O-],C(CCCCC)N1C=[N+](C=C1)C.CCCCCC(=O)[O-],RVEJOWGVUQQIIZ-UHFFFAOYSA-N||FUZZWVXGSFPDMH-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCCn1cc[n+](C)c1||CCCCCCCC(=O)[O-],C(CCCCC)N1C=[N+](C=C1)C.CCCCCCCC(=O)[O-],RVEJOWGVUQQIIZ-UHFFFAOYSA-N||WWZKQHOCKIZLMA-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCCn1cc[n+](C)c1||C[C@@H](O)[C@H](N)C(=O)[O-],C(CCCCC)N1C=[N+](C=C1)C.C[C@@H](O)[C@H](N)C(=O)[O-],RVEJOWGVUQQIIZ-UHFFFAOYSA-N||AYFVYJQAPQTCCC-GBXIJSLDSA-M,pseudo_unseen_known_identity,1-hexyl-3-methylimidazolium DL-threoninate,
Cn1cc[n+](C)c1||[Br-],CN1C=[N+](C=C1)C.[Br-],HVVRUQBMAZRKPJ-UHFFFAOYSA-N||CPELXLSAUQHCOX-UHFFFAOYSA-M,genuinely_unseen_identity,,
Cn1cc[n+](C)c1||O=S(=O)([O-])C(F)(F)F,CN1C=[N+](C=C1)C.O=S(=O)([O-])C(F)(F)F,HVVRUQBMAZRKPJ-UHFFFAOYSA-N||ITMCEJHCFYSIIV-UHFFFAOYSA-M,genuinely_unseen_identity,,
Cn1cc[n+](C)c1||[Cl-],CN1C=[N+](C=C1)C.[Cl-],HVVRUQBMAZRKPJ-UHFFFAOYSA-N||VEXZGXHMUGYJMC-UHFFFAOYSA-M,genuinely_unseen_identity,,
Cn1cc[n+](C)c1||F[P-](F)(F)(F)(F)F,CN1C=[N+](C=C1)C.F[P-](F)(F)(F)(F)F,HVVRUQBMAZRKPJ-UHFFFAOYSA-N||LJQLCJWAZJINEB-UHFFFAOYSA-N,genuinely_unseen_identity,,
Cn1cc[n+](C)c1||O=C([O-])C(F)(F)F,CN1C=[N+](C=C1)C.O=C([O-])C(F)(F)F,HVVRUQBMAZRKPJ-UHFFFAOYSA-N||DTQVDTLACAAQTR-UHFFFAOYSA-M,genuinely_unseen_identity,,
Cn1cc[n+](C)c1||O=S(=O)(F)[N-]S(=O)(=O)F,CN1C=[N+](C=C1)C.O=S(=O)(F)[N-]S(=O)(=O)F,HVVRUQBMAZRKPJ-UHFFFAOYSA-N||NVIANCROYQGROD-UHFFFAOYSA-N,genuinely_unseen_identity,,
Cn1cc[n+](C)c1||O=S(=O)([O-])O,CN1C=[N+](C=C1)C.O=S(=O)([O-])O,HVVRUQBMAZRKPJ-UHFFFAOYSA-N||QAOWNCQODCNURD-UHFFFAOYSA-M,genuinely_unseen_identity,,
Cn1cc[n+](C)c1||FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CN1C=[N+](C=C1)C.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,HVVRUQBMAZRKPJ-UHFFFAOYSA-N||OXDZSRZJFHVGGS-UHFFFAOYSA-N,genuinely_unseen_identity,,
Cn1cc[n+](C)c1||O=C[O-],CN1C=[N+](C=C1)C.O=C[O-],HVVRUQBMAZRKPJ-UHFFFAOYSA-N||BDAGIHXWWSANSR-UHFFFAOYSA-M,genuinely_unseen_identity,,
Cn1cc[n+](C)c1||O=[N+]([O-])[O-],CN1C=[N+](C=C1)C.O=[N+]([O-])[O-],HVVRUQBMAZRKPJ-UHFFFAOYSA-N||NHNBFGGVMKEFGY-UHFFFAOYSA-N,genuinely_unseen_identity,,
Cn1cc[n+](C)c1||CCOS(=O)(=O)[O-],CN1C=[N+](C=C1)C.C(C)OS(=O)(=O)[O-],HVVRUQBMAZRKPJ-UHFFFAOYSA-N||KIWBPDUYBMNFTB-UHFFFAOYSA-M,genuinely_unseen_identity,,
Cn1cc[n+](C)c1||O=[N+]([O-])c1cn[n-]c1,CN1C=[N+](C=C1)C.O=[N+]([O-])c1cn[n-]c1,HVVRUQBMAZRKPJ-UHFFFAOYSA-N||IDGLPDIIVPZHRB-UHFFFAOYSA-N,genuinely_unseen_identity,,
Cn1cc[n+](C)c1||N#C[C-](C#N)C#N,CN1C=[N+](C=C1)C.N#C[C-](C#N)C#N,HVVRUQBMAZRKPJ-UHFFFAOYSA-N||CXERBOODJDWFQL-UHFFFAOYSA-N,genuinely_unseen_identity,,
Cn1cc[n+](C)c1||CCCC(=O)[O-],CN1C=[N+](C=C1)C.CCCC(=O)[O-],HVVRUQBMAZRKPJ-UHFFFAOYSA-N||FERIUCNNQQJTOY-UHFFFAOYSA-M,genuinely_unseen_identity,,
Cn1cc[n+](C)c1||C[C@H](N)C(=O)[O-],CN1C=[N+](C=C1)C.C[C@H](N)C(=O)[O-],HVVRUQBMAZRKPJ-UHFFFAOYSA-N||QNAYBMKLOCPYGJ-REOHCLBHSA-M,genuinely_unseen_identity,,
Cn1cc[n+](C)c1||NCC(=O)[O-],CN1C=[N+](C=C1)C.NCC(=O)[O-],HVVRUQBMAZRKPJ-UHFFFAOYSA-N||DHMQDGOQFOQNFH-UHFFFAOYSA-M,genuinely_unseen_identity,,
Cn1cc[n+](C)c1||O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CN1C=[N+](C=C1)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,HVVRUQBMAZRKPJ-UHFFFAOYSA-N||SLSPYQCCSCAKIB-UHFFFAOYSA-N,genuinely_unseen_identity,,
Cn1cc[n+](C)c1||CC(O)C(=O)[O-],CN1C=[N+](C=C1)C.CC(O)C(=O)[O-],HVVRUQBMAZRKPJ-UHFFFAOYSA-N||JVTAAEKCZFNVCJ-UHFFFAOYSA-M,genuinely_unseen_identity,,
Cn1cc[n+](C)c1||CCC(=O)[O-],CN1C=[N+](C=C1)C.CCC(=O)[O-],HVVRUQBMAZRKPJ-UHFFFAOYSA-N||XBDQKXXYIPTUBI-UHFFFAOYSA-M,genuinely_unseen_identity,,
Cn1cc[n+](C)c1||CCCCCC(=O)[O-],CN1C=[N+](C=C1)C.CCCCCC(=O)[O-],HVVRUQBMAZRKPJ-UHFFFAOYSA-N||FUZZWVXGSFPDMH-UHFFFAOYSA-M,genuinely_unseen_identity,,
Cn1cc[n+](C)c1||CCCCCCCC(=O)[O-],CN1C=[N+](C=C1)C.CCCCCCCC(=O)[O-],HVVRUQBMAZRKPJ-UHFFFAOYSA-N||WWZKQHOCKIZLMA-UHFFFAOYSA-M,genuinely_unseen_identity,,
Cn1cc[n+](C)c1||C[C@@H](O)[C@H](N)C(=O)[O-],CN1C=[N+](C=C1)C.C[C@@H](O)[C@H](N)C(=O)[O-],HVVRUQBMAZRKPJ-UHFFFAOYSA-N||AYFVYJQAPQTCCC-GBXIJSLDSA-M,genuinely_unseen_identity,,
CCCCCCCC[n+]1ccn(C)c1||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCC[n+]1ccn(C)c1.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,WXMVWUBWIHZLMQ-UHFFFAOYSA-N||NHHWJSXMTZIPES-UHFFFAOYSA-N,pseudo_unseen_known_identity,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,
CCCCCCCC[n+]1ccn(C)c1||F[B-](F)(F)F,CCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,WXMVWUBWIHZLMQ-UHFFFAOYSA-N||ODGCEQLVLXJUCC-UHFFFAOYSA-N,pseudo_unseen_known_identity,1-methyl-3-octylimidazolium tetrafluoroborate,
CCCCCCCC[n+]1ccn(C)c1||[Br-],CCCCCCCC[n+]1ccn(C)c1.[Br-],WXMVWUBWIHZLMQ-UHFFFAOYSA-N||CPELXLSAUQHCOX-UHFFFAOYSA-M,pseudo_unseen_known_identity,1-methyl-3-octylimidazolium bromide,
CCCCCCCC[n+]1ccn(C)c1||[Cl-],CCCCCCCC[n+]1ccn(C)c1.[Cl-],WXMVWUBWIHZLMQ-UHFFFAOYSA-N||VEXZGXHMUGYJMC-UHFFFAOYSA-M,pseudo_unseen_known_identity,1-methyl-3-octylimidazolium chloride,
CCCCCCCC[n+]1ccn(C)c1||CC(=O)[O-],CCCCCCCC[n+]1ccn(C)c1.CC(=O)[O-],WXMVWUBWIHZLMQ-UHFFFAOYSA-N||QTBSBXVTEAMEQO-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCCCC[n+]1ccn(C)c1||N#C[S-],CCCCCCCC[n+]1ccn(C)c1.N#C[S-],WXMVWUBWIHZLMQ-UHFFFAOYSA-N||ZMZDMBWJUHKJPS-UHFFFAOYSA-M,pseudo_unseen_known_identity,1-methyl-3-octyl-1H-imidazolium thiocyanate,
CCCCCCCC[n+]1ccn(C)c1||O=C([O-])C(F)(F)F,CCCCCCCC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,WXMVWUBWIHZLMQ-UHFFFAOYSA-N||DTQVDTLACAAQTR-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCCCC[n+]1ccn(C)c1||O=S(=O)(F)[N-]S(=O)(=O)F,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,WXMVWUBWIHZLMQ-UHFFFAOYSA-N||NVIANCROYQGROD-UHFFFAOYSA-N,genuinely_unseen_identity,,
CCCCCCCC[n+]1ccn(C)c1||O=S(=O)([O-])O,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])O,WXMVWUBWIHZLMQ-UHFFFAOYSA-N||QAOWNCQODCNURD-UHFFFAOYSA-M,pseudo_unseen_known_identity,1-octyl-3-methylimidazolium hydrogensulfate,
CCCCCCCC[n+]1ccn(C)c1||FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCCCCCCC[n+]1ccn(C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,WXMVWUBWIHZLMQ-UHFFFAOYSA-N||OXDZSRZJFHVGGS-UHFFFAOYSA-N,pseudo_unseen_known_identity,1-methyl-3-octylimidazolium tris(pentafluoroethyl)trifluorophosphate,
CCCCCCCC[n+]1ccn(C)c1||O=C[O-],CCCCCCCC[n+]1ccn(C)c1.O=C[O-],WXMVWUBWIHZLMQ-UHFFFAOYSA-N||BDAGIHXWWSANSR-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCCCC[n+]1ccn(C)c1||O=[N+]([O-])[O-],CCCCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],WXMVWUBWIHZLMQ-UHFFFAOYSA-N||NHNBFGGVMKEFGY-UHFFFAOYSA-N,pseudo_unseen_known_identity,1-methyl-3-octylimidazolium nitrate,
CCCCCCCC[n+]1ccn(C)c1||CS(=O)(=O)[O-],CCCCCCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],WXMVWUBWIHZLMQ-UHFFFAOYSA-N||AFVFQIVMOAPDHO-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCCCC[n+]1ccn(C)c1||O=[N+]([O-])c1cn[n-]c1,CCCCCCCC[n+]1ccn(C)c1.O=[N+]([O-])c1cn[n-]c1,WXMVWUBWIHZLMQ-UHFFFAOYSA-N||IDGLPDIIVPZHRB-UHFFFAOYSA-N,genuinely_unseen_identity,,
CCCCCCCC[n+]1ccn(C)c1||N#C[C-](C#N)C#N,CCCCCCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,WXMVWUBWIHZLMQ-UHFFFAOYSA-N||CXERBOODJDWFQL-UHFFFAOYSA-N,pseudo_unseen_known_identity,1-methyl-3-octylimidazolium tricyanomethanide,
CCCCCCCC[n+]1ccn(C)c1||CCCC(=O)[O-],CCCCCCCC[n+]1ccn(C)c1.CCCC(=O)[O-],WXMVWUBWIHZLMQ-UHFFFAOYSA-N||FERIUCNNQQJTOY-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCCCC[n+]1ccn(C)c1||C[C@H](N)C(=O)[O-],CCCCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],WXMVWUBWIHZLMQ-UHFFFAOYSA-N||QNAYBMKLOCPYGJ-REOHCLBHSA-M,pseudo_unseen_known_identity,1-methyl-3-octylimidazolium L-alaninate,
CCCCCCCC[n+]1ccn(C)c1||N#C[B-](C#N)(C#N)C#N,CCCCCCCC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,WXMVWUBWIHZLMQ-UHFFFAOYSA-N||KDCFMDHINPOTEA-UHFFFAOYSA-N,pseudo_unseen_known_identity,1-methyl-3-octylimidazolium tetracyanoborate,
CCCCCCCC[n+]1ccn(C)c1||NCC(=O)[O-],CCCCCCCC[n+]1ccn(C)c1.NCC(=O)[O-],WXMVWUBWIHZLMQ-UHFFFAOYSA-N||DHMQDGOQFOQNFH-UHFFFAOYSA-M,pseudo_unseen_known_identity,1-methyl-3-octylimidazolium glycinate,
